,Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
5221,9,Verweij,Koen,NED,"1.45,15",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5222,10,Niedźwiedzki,Konrad,POL,"1.45,27",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5223,11,Verbij,Kai,NED,"1.45,41",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5224,12,Derraugh,Tyler,CAN,"1.45,48",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5225,13,Silovs,Haralds,LAT,"1.45,71",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5226,14,Nuis,Kjeld,NED,"1.45,80",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
5227,15,Szymański,Jan,POL,"1.45,92",2014-12-14,Heerenveen (NED),ISU World Cup,m,2014,1500
5228,16,Lee,Seung-Hoon,KOR,"1.45,93",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5229,17,Gryaztsov,Sergey,RUS,"1.45,95",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5230,18,Contin,Alexis,FRA,"1.46,02",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5231,19,Nagy,Konrád,HUN,"1.46,04",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5232,20,Janssens,Alec,CAN,"1.46,13",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5233,21,Mantia,Joey,USA,"1.46,19",2014-11-08,Milwaukee (USA),Time Trials,m,2014,1500
5234,22,olde Heuvel,Wouter,NED,"1.46,22",2014-12-14,Heerenveen (NED),ISU World Cup,m,2014,1500
5235,23,Bøkko,Håvard,NOR,"1.46,32",2014-11-23,Calgary (CAN),Can-Am International,m,2014,1500
5236,24,Bloemen,Ted-Jan,CAN,"1.46,36",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5237,25,Krol,Thomas,NED,"1.46,47",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5238,26,Waples,Stefan,CAN,"1.46,48",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5239,27,de Vries,Douwe,NED,"1.46,79",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5240,28,Kim,Jin-Su,KOR,"1.46,81",2014-10-11,Calgary (CAN),Time Trials,m,2014,1500
5241,28,Beckert,Patrick,GER,"1.46,81",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5242,30,Tveit,Espen,NOR,"1.46,82",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5243,31,Yamanaka,Daichi,JPN,"1.46,88",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5244,32,Smallenbroek,Bram,AUT,"1.46,89",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5245,33,MacLennan,Richard,CAN,"1.47,07",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5246,34,Nilsen,Simen Spieler,NOR,"1.47,08",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5247,35,Schipper,Pim,NED,"1.47,11",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5248,36,Tian,Guojun,CHN,"1.47,21",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5249,37,Kulizhnikov,Pavel,RUS,"1.47,26",2015-01-22,Kolomna,Russia - Single Distances Championships 2015,m,2014,1500
5250,38,Kuzin,Denis,KAZ,"1.47,34",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5251,39,Swider-Peltz,Jeffrey,USA,"1.47,39",2014-10-25,Salt Lake City (USA),USA - Single Distances Championships 2015 / World Cup Qualifier,m,2014,1500
5252,40,Gregg,Jamie,CAN,"1.47,44",2014-11-23,Calgary (CAN),Can-Am International,m,2014,1500
5253,41,Kim,Min-Seok,KOR,"1.47,46",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5254,42,Li,Bailin,CHN,"1.47,49",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5255,43,Blokhuijsen,Jan,NED,"1.47,61",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5256,43,Sinitsyn,Danil,RUS,"1.47,61",2014-12-29,Kolomna,Russia - Allround Championships 2015,m,2014,1500
5257,45,de Vries,Sjoerd,NED,"1.47,72",2014-10-12,Inzell (GER),International Season Opening,m,2014,1500
5258,46,Dubreuil,Daniel,CAN,"1.47,77",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5259,47,Giovannini,Andrea,ITA,"1.47,78",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5260,48,Suvorov,Aleksej,RUS,"1.47,88",2014-08-29,Calgary (CAN),Time Trials,m,2014,1500
5261,48,van der Horst,Fredrik,NOR,"1.47,88",2015-01-17,Inzell (GER),Frillensee Cup,m,2014,1500
5262,50,Joo,Hyong-Jun,KOR,"1.47,89",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5263,50,Williamson,Shane,JPN,"1.47,89",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
5264,52,Romeijn,Aron,NED,"1.47,90",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5265,53,Goplen,Nicholas,CAN,"1.48,00",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5266,54,Seo,Jeong-Su,KOR,"1.48,03",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5267,55,Vriend,Maurice,NED,"1.48,04",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5268,56,Ichinohe,Seitaro,JPN,"1.48,15",2014-12-21,Obihiro (JPN),Japan - Allround Championships 2015,m,2014,1500
5269,57,Fedotov,Dmitrij,RUS,"1.48,19",2015-01-10,Kolomna,Russia Cup 4,m,2014,1500
5270,58,Donnelly,Benjamin,CAN,"1.48,20",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5271,59,Riopel,Philippe,CAN,"1.48,23",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5272,59,Groothuis,Stefan,NED,"1.48,23",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5273,59,Macé,Benjamin,FRA,"1.48,23",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5274,62,Bergsma,Jorrit,NED,"1.48,25",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5275,63,Kim,Cheol-Min,KOR,"1.48,26",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5276,63,Agdestein,Einar Døving,NOR,"1.48,26",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5277,65,de Vos,Jos,NED,"1.48,34",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5278,66,Déry,Alexandre,CAN,"1.48,41",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5279,67,Lorentzen,Håvard Holmefjord,NOR,"1.48,44",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
5280,68,Kozlov,Mikhail,RUS,"1.48,52",2015-03-08,Kolomna,Russia Cup,m,2014,1500
5281,69,Mo,Tae-Bum,KOR,"1.48,53",2014-09-20,Calgary (CAN),Time Trials,m,2014,1500
5282,70,Otterspeer,Hein,NED,"1.48,58",2014-10-18,Erfurt (GER),International Race,m,2014,1500
5283,71,Lehman,Emery,USA,"1.48,66",2015-01-10,Milwaukee (USA),USA - Long Track Championships 2015,m,2014,1500
5284,71,Hartman,Steven,USA,"1.48,66",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5285,73,Deckert,Sam,CAN,"1.48,69",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5286,74,Garcia,Jonathan,USA,"1.48,75",2014-10-11,Salt Lake City (USA),Time Trials,m,2014,1500
5287,75,Hirschbichler,Hubert,GER,"1.48,79",2015-03-01,Inzell (GER),International German Open 2015,m,2014,1500
5288,76,Liu,Yiming,CHN,"1.48,86",2014-09-13,Calgary (CAN),Time Trials,m,2014,1500
5289,77,Yamada,Masaya,JPN,"1.48,88",2014-11-23,Calgary (CAN),ISU Junior World Cup,m,2014,1500
5290,77,Groen,Peter,NED,"1.48,88",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5291,79,Ishiro,Kazuki,JPN,"1.48,90",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5292,80,Roozen,Thijs,NED,"1.48,92",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
5293,80,van Beek,Thom,NED,"1.48,92",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5294,82,Notland,Magne,NOR,"1.48,95",2015-03-14,Calgary (CAN),2015 Winter Classic - Olympic Oval Grand Prix,m,2014,1500
5295,83,Park,Edwin,USA,"1.49,03",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5296,84,Kazelin,Mikhail,RUS,"1.49,04",2015-02-03,Kolomna,Russia - Junior Championships 2015,m,2014,1500
5297,85,Watson,Robert,CAN,"1.49,09",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5298,85,Razorenov,Aleksandr,RUS,"1.49,09",2015-03-08,Kolomna,Russia Cup,m,2014,1500
5299,87,van Alphen,Lucas,NED,"1.49,12",2014-10-04,Inzell (GER),iSkate - Testrennen,m,2014,1500
5300,87,Trofimov,Sergey,RUS,"1.49,12",2015-02-03,Kolomna,Russia - Junior Championships 2015,m,2014,1500
5301,89,Wijsman,Arvin,NED,"1.49,13",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5302,90,Nakamura,Kento,JPN,"1.49,14",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
5303,91,Hamelin,François,CAN,"1.49,16",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5304,92,Puszkarski,Piotr,POL,"1.49,21",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
5305,93,Brunsmann,Paul-Yme,NED,"1.49,23",2014-12-27,Inzell (GER),International Christmas Race,m,2014,1500
5306,93,Dijs,Wesly,NED,"1.49,23",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5307,95,Rotteveel,Renz,NED,"1.49,26",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
5308,96,Koksharov,Mikhail,RUS,"1.49,28",2015-03-08,Kolomna,Russia Cup,m,2014,1500
5309,97,Hager,Armin,AUT,"1.49,32",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
5310,98,Landry,Léo,CAN,"1.49,36",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
5311,99,So,Han-Jae,KOR,"1.49,39",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
5312,100,Nakamura,Hayato,JPN,"1.49,40",2014-11-23,Calgary (CAN),ISU Junior World Cup,m,2014,1500
5313,1,Kramer,Sven,NED,"6.07,49",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5314,2,Bergsma,Jorrit,NED,"6.11,53",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
5315,3,Pedersen,Sverre Lunde,NOR,"6.11,77",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5316,4,Yuskov,Denis,RUS,"6.13,64",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5317,5,Contin,Alexis,FRA,"6.15,02",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5318,6,Swings,Bart,BEL,"6.15,42",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5319,7,Bloemen,Ted-Jan,CAN,"6.15,75",2014-10-24,Calgary (CAN),World Cup Trials,m,2014,5000
5320,8,Beckert,Patrick,GER,"6.16,60",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5321,9,de Vries,Douwe,NED,"6.17,81",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5322,10,olde Heuvel,Wouter,NED,"6.18,50",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5323,11,de Jong,Bob,NED,"6.20,48",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5324,12,Rumyantsev,Alexander,RUS,"6.22,39",2014-10-18,Kolomna,Russia Cup 1,m,2014,5000
5325,13,Lee,Seung-Hoon,KOR,"6.23,02",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
5326,14,Næss,Ole Bjørnsmoen,NOR,"6.23,30",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5327,15,van der Poel,Nils,SWE,"6.23,40",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5328,16,Blokhuijsen,Jan,NED,"6.23,53",2014-10-17,Inzell (GER),International Race,m,2014,5000
5329,17,de Vos,Jos,NED,"6.23,62",2014-10-11,Inzell (GER),International Season Opening,m,2014,5000
5330,17,Giovannini,Andrea,ITA,"6.23,62",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5331,19,Verweij,Koen,NED,"6.23,86",2015-01-10,Chelyabinsk,European Championships 2015,m,2014,5000
5332,20,Vreugdenhil,Frank,NED,"6.23,95",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5333,21,Nilsen,Simen Spieler,NOR,"6.24,69",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5334,22,Morrison,Denny,CAN,"6.25,01",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5335,23,Niedźwiedzki,Konrad,POL,"6.25,09",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5336,24,Stroetinga,Arjan,NED,"6.25,12",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5337,25,Silovs,Haralds,LAT,"6.25,22",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5338,26,Bøkko,Håvard,NOR,"6.25,79",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5339,27,Williamson,Shane,JPN,"6.25,81",2014-12-20,Obihiro (JPN),Japan - Allround Championships 2015,m,2014,5000
5340,28,Sinitsyn,Danil,RUS,"6.26,48",2015-01-23,Kolomna,Russia - Single Distances Championships 2015,m,2014,5000
5341,29,Michael,Peter,NZL,"6.26,94",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
5342,30,Seryaev,Yevgeny,RUS,"6.27,16",2014-10-29,Moscow,Moscow Open Cup / World Cup Qualifier,m,2014,5000
5343,31,Belchos,Jordan,CAN,"6.27,58",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5344,32,Szymański,Jan,POL,"6.27,72",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5345,33,Hoolwerf,Willem,NED,"6.27,78",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5346,34,Bródka,Zbigniew,POL,"6.27,79",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5347,35,Schouten,Simon,NED,"6.28,06",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5348,36,Gryaztsov,Sergey,RUS,"6.28,37",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5349,37,de Vries,Bob,NED,"6.28,48",2014-10-11,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5350,38,van Beek,Thom,NED,"6.28,84",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5351,39,Pflug,Jonas,GER,"6.29,00",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5352,40,Kooiman,Erik Jan,NED,"6.29,21",2014-10-11,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5353,41,Mantia,Joey,USA,"6.29,62",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5354,42,Liu,Yiming,CHN,"6.29,71",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5355,43,Weber,Marco,GER,"6.29,75",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5356,44,Baumgärtner,Alexej,GER,"6.29,86",2015-02-28,Inzell (GER),International German Open 2015,m,2014,5000
5357,45,Søfteland,Thomas Henrik,NOR,"6.29,87",2015-02-14,Stavanger (NOR),Norwegian Cup 6,m,2014,5000
5358,46,Janssens,Alec,CAN,"6.29,92",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5359,47,Semerikov,Danila,RUS,"6.29,93",2015-01-23,Kolomna,Russia - Single Distances Championships 2015,m,2014,5000
5360,48,Lehman,Emery,USA,"6.29,96",2015-01-10,Milwaukee (USA),USA - Long Track Championships 2015,m,2014,5000
5361,49,Hoolwerf,Evert,NED,"6.30,18",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5362,50,Seo,Jeong-Su,KOR,"6.30,47",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5363,51,Bovenhuis,Robert,NED,"6.30,61",2014-10-31,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,5000
5364,52,Smallenbroek,Bram,AUT,"6.31,33",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5365,53,Thorup,Viktor Hald,DEN,"6.31,43",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5366,54,Ichinohe,Seitaro,JPN,"6.31,51",2014-12-20,Obihiro (JPN),Japan - Allround Championships 2015,m,2014,5000
5367,55,Waples,Stefan,CAN,"6.31,57",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5368,56,van der Horst,Fredrik,NOR,"6.31,78",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5369,57,van der Kieft,Arjen,NED,"6.31,98",2014-10-31,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,5000
5370,58,Park,Sung-Kwang,KOR,"6.32,41",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5371,59,Rotteveel,Renz,NED,"6.33,87",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5372,60,Lee,Jin-Yeong,KOR,"6.34,78",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5373,61,Mol,Bart,NED,"6.35,14",2014-10-04,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5374,62,Tumolero,Nicola,ITA,"6.35,18",2014-10-17,Inzell (GER),International Race,m,2014,5000
5375,63,Hermans,Frank,NED,"6.35,43",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5376,64,Stoltenborg,Mats,NED,"6.35,52",2014-10-11,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5377,65,Mikhailov,Vitaly,BLR,"6.35,81",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5378,66,Kim,Cheol-Min,KOR,"6.36,03",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5379,67,Donnelly,Benjamin,CAN,"6.36,23",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5380,68,Landry,Léo,CAN,"6.36,27",2014-10-24,Calgary (CAN),World Cup Trials,m,2014,5000
5381,69,Moon,Hyun-Woong,KOR,"6.36,83",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5382,70,Hoogeveen,Jouke,NED,"6.37,00",2014-10-04,Erfurt (GER),Internationaler Vereinswettkampf ,m,2014,5000
5383,70,Babenko,Dmitry,KAZ,"6.37,00",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5384,72,Stefani,Luca,ITA,"6.37,15",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5385,73,Obayashi,Masahito,JPN,"6.37,40",2014-10-26,Nagano (JPN),Japan - Single Distances Championships 2015,m,2014,5000
5386,74,Park,Edwin,USA,"6.37,41",2015-01-09,Milwaukee (USA),USA - Long Track Championships 2015,m,2014,5000
5387,75,Roest,Patrick,NED,"6.37,45",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5388,76,Ogawa,Takuro,JPN,"6.37,53",2014-10-26,Nagano (JPN),Japan - Single Distances Championships 2015,m,2014,5000
5389,77,Ko,Byung-Wook,KOR,"6.37,63",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5390,78,Agdestein,Einar Døving,NOR,"6.37,64",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5391,79,Joo,Hyong-Jun,KOR,"6.38,04",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5392,79,Waagenes,Aleksander,NOR,"6.38,04",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
5393,81,Tsuchiya,Riku,JPN,"6.38,18",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5394,82,Malfatti,Michele,ITA,"6.38,37",2015-02-14,Inzell (GER),Frillensee Cup,m,2014,5000
5395,83,Vriend,Maurice,NED,"6.38,54",2014-10-31,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,5000
5396,84,Talabuhan,Rehanbai,CHN,"6.38,74",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5397,85,Goplen,Nicholas,CAN,"6.39,14",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
5398,86,Bosker,Marcel,NED,"6.39,31",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5399,87,Kim,Min-Seok,KOR,"6.39,34",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5400,88,Alemasi,Kahanbai,CHN,"6.39,48",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5401,89,Zhu,Jiafan,CHN,"6.39,61",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5402,90,Berga,Ingmar,NED,"6.39,89",2014-10-11,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5403,91,Hänggi,Martin,SUI,"6.39,96",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
5404,92,Rijhnen,Felix,GER,"6.39,97",2014-12-29,Inzell (GER),Germany - Allround Championships 2015,m,2014,5000
5405,93,Bajnov,Pavel,RUS,"6.40,44",2014-12-28,Kolomna,Russia - Allround Championships 2015,m,2014,5000
5406,94,Maly,Felix,GER,"6.40,49",2014-11-23,Berlin (GER),Überprüfungswettkampf,m,2014,5000
5407,95,de Vries,Bart,NED,"6.40,57",2014-10-04,Heerenveen (NED),Trainingswedstrijd KNSB- en Merkenteams,m,2014,5000
5408,96,Nagy,Konrád,HUN,"6.40,61",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5409,97,Taksanov,Ruslan,RUS,"6.40,69",2014-10-18,Kolomna,Russia Cup 1,m,2014,5000
5410,98,Tian,Guojun,CHN,"6.41,13",2014-09-27,Calgary (CAN),Fall Classic,m,2014,5000
5411,99,Jorritsma,Jorjan,NED,"6.41,14",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
5412,100,Trofimov,Sergey,RUS,"6.41,28",2015-02-03,Kolomna,Russia - Junior Championships 2015,m,2014,5000
5413,1,Bergsma,Jorrit,NED,"12.54,82",2015-02-12,Heerenveen (NED),World Single Distances Championships 2015,m,2014,10000
5414,2,Kramer,Sven,NED,"12.56,69",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
5415,3,Kooiman,Erik Jan,NED,"13.02,57",2015-02-12,Heerenveen (NED),World Single Distances Championships 2015,m,2014,10000
5416,4,Contin,Alexis,FRA,"13.04,80",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
5417,5,Swings,Bart,BEL,"13.06,62",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
5418,6,Belchos,Jordan,CAN,"13.07,32",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,10000
5419,7,Bloemen,Ted-Jan,CAN,"13.07,38",2014-10-25,Calgary (CAN),World Cup Trials,m,2014,10000
5420,8,de Jong,Bob,NED,"13.07,98",2014-11-02,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,10000
5421,9,Næss,Ole Bjørnsmoen,NOR,"13.09,34",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,10000
5422,10,Pedersen,Sverre Lunde,NOR,"13.09,45",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
5423,11,Beckert,Patrick,GER,"13.10,95",2015-02-12,Heerenveen (NED),World Single Distances Championships 2015,m,2014,10000
5424,12,Yuskov,Denis,RUS,"13.12,49",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
5425,13,Rumyantsev,Alexander,RUS,"13.13,49",2014-10-30,Moscow,Moscow Open Cup / World Cup Qualifier,m,2014,10000
5426,14,Hoogeveen,Jouke,NED,"13.13,79",2014-11-02,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,10000
5427,15,olde Heuvel,Wouter,NED,"13.16,13",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,10000
5428,16,de Vries,Douwe,NED,"13.17,64",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,10000
